,title,subtitle,authors,publisher,publishdate,description,isbn_13,page_count,main_categories,categories,average_rating,ratings_count,maturity_rating
2546,Lessons from Turtle Island,Native Curriculum in Early Childhood Classrooms,"['Guy W. Jones', 'Sally Moomaw']",Redleaf Press,2002-09-01,The first comprehensive guide to addressing Native American issues in teaching children.,9781929610259,193,['Education'],['Education'],,,NOT_MATURE
2547,The Languages of Pao,,['Jack Vance'],iBooks,2004,"The Panarch of Pao is dead and Beran Panasper, his young son and heir, must flee the planet to live and avenge his father's death. It is at the secret fortress on the planet Breakness that Beran discovers the dreaded truth behind the assassination of his father-and much more. The people of Pao are a docile lot, content to live in harmony with the rest of the cosmos, but the scientists at Breakness seek to alter the psychology of the Paonese for their own purpose-and Beran holds the key to their audacious plan. Beran will return to Pao, transforming his home world beyond his teacher's wildest dreams. But though he has been fashioned into a man of Breakness, Beran's heart is of Pao. And he brings to his world the seeds of change that will save Pao...or destroy it.",9780743487146,0,['Assassination'],['Assassination'],3.5,6,NOT_MATURE
2548,Madouc,,['Jack Vance'],,1991-08-01,,9780441505326,426,['Fiction'],['Fiction'],4,4,NOT_MATURE
2549,"The Demon Princes, Vol. 2",The Face * The Book of Dreams,['Jack Vance'],Tor Books,1997-08-15,"Jack Vance is undoubtedly one of the most gifted and versatile authors of science fiction today. The winner of a Hugo, a Nebula, and a World Fantasy Award, Vance lays claim to a career that spans more than five decades of critical acclaim and devoted readership. Tor Books has recognized his widespread audience and for years has brought classic Jack Vance novels back into print--most recently The Demon Princes, Volume One, and omnibus containing the first three books of Vance's beloved Demon Princes series. Tor now presents The Demon Princes, Volume Two, and omnibus containing the series' final two novels, The Face and The Book of Dreams. Kirth Gersen carries in his pocket a slip of paper with a list of five names written upon it--the names of five Demon Princes. The Demon Princes are a race of beings who disguise themselves as humans and delight in power and destruction. however, to Kirth they are merely murderers who killed his family and destroyed his home planet--and who deserves to die for those misdeeds. Three have already fallen in Kirth's hands, but there are two more names on his list, two more Princes who will live only long enough to regret their evil ways. Lens Larque was just as unique as the other Demon Princes--uniquely appalling. He was personally ugly, startling vicious, and arrogant above all others. Larque's own mission was a villainy of the highest order, and his personal obsession with success kept him hidden well from attackers--almost well enough. Howard Alan Treesong poisoned his friends, tortured his colleagues, and wrote his own horrific holy book, The Book of Dreams. But, clever as he may be, a galaxy-wide guessing game will be his undoing--and Kirth Gersen's sworn vengeance will be complete.",9780312865764,0,['Fiction'],['Fiction'],4,2,NOT_MATURE
2550,The Green Pearl,,['Jack Vance'],Ace Books,1987,,9780441303168,407,['Fiction'],['Fiction'],5,1,NOT_MATURE
2551,The Many Worlds of Magnus Ridolph,,['Jack Vance'],"New York : Daw Books ; [Scarborough, Ont.] : New American Library of Canada",1980,,9780879975319,174,"['Science fiction, American']","['Science fiction, American']",,,NOT_MATURE
2552,Theodore Rex,,['Edmund Morris'],Random House Trade Paperbacks,2002-10-01,"NEW YORK TIMES BESTSELLER • “A shining portrait of a presciently modern political genius maneuvering in a gilded age of wealth, optimism, excess and American global ascension.”—San Francisco Chronicle WINNER OF THE LOS ANGELES TIMES BOOK PRIZE FOR BIOGRAPHY • “[Theodore Rex] is one of the great histories of the American presidency, worthy of being on a shelf alongside Henry Adams’s volumes on Jefferson and Madison.”—Times Literary Supplement Theodore Rex is the story—never fully told before—of Theodore Roosevelt’s two world-changing terms as President of the United States. A hundred years before the catastrophe of September 11, 2001, “TR” succeeded to power in the aftermath of an act of terrorism. Youngest of all our chief executives, he rallied a stricken nation with his superhuman energy, charm, and political skills. He proceeded to combat the problems of race and labor relations and trust control while making the Panama Canal possible and winning the Nobel Peace Prize. But his most historic achievement remains his creation of a national conservation policy, and his monument millions of acres of protected parks and forest. Theodore Rex ends with TR leaving office, still only fifty years old, his future reputation secure as one of our greatest presidents.",9780812966008,794,['Biography & Autobiography'],['Biography & Autobiography'],4,23,NOT_MATURE
2553,The Rise of Theodore Roosevelt,,['Edmund Morris'],Random House Trade Paperbacks,2001-11-20,"WINNER OF THE PULITZER PRIZE AND THE NATIONAL BOOK AWARD • One of Modern Library’s 100 best nonfiction books of all time • One of Esquire’s 50 best biographies of all time “A towering biography . . . a brilliant chronicle.”—Time This classic biography is the story of seven men—a naturalist, a writer, a lover, a hunter, a ranchman, a soldier, and a politician—who merged at age forty-two to become the youngest President in history. The Rise of Theodore Roosevelt begins at the apex of his international prestige. That was on New Year’s Day, 1907, when TR, who had just won the Nobel Peace Prize, threw open the doors of the White House to the American people and shook 8,150 hands. One visitor remarked afterward, “You go to the White House, you shake hands with Roosevelt and hear him talk—and then you go home to wring the personality out of your clothes.” The rest of this book tells the story of TR’s irresistible rise to power. During the years 1858–1901, Theodore Roosevelt transformed himself from a frail, asthmatic boy into a full-blooded man. Fresh out of Harvard, he simultaneously published a distinguished work of naval history and became the fist-swinging leader of a Republican insurgency in the New York State Assembly. He chased thieves across the Badlands of North Dakota with a copy of Anna Karenina in one hand and a Winchester rifle in the other. Married to his childhood sweetheart in 1886, he became the country squire of Sagamore Hill on Long Island, a flamboyant civil service reformer in Washington, D.C., and a night-stalking police commissioner in New York City. As assistant secretary of the navy, he almost single-handedly brought about the Spanish-American War. After leading “Roosevelt’s Rough Riders” in the famous charge up San Juan Hill, Cuba, he returned home a military hero, and was rewarded with the governorship of New York. In what he called his “spare hours” he fathered six children and wrote fourteen books. By 1901, the man Senator Mark Hanna called “that damned cowboy” was vice president. Seven months later, an assassin’s bullet gave TR the national leadership he had always craved. His is a story so prodigal in its variety, so surprising in its turns of fate, that previous biographers have treated it as a series of haphazard episodes. This book, the only full study of TR’s pre-presidential years, shows that he was an inevitable chief executive. “It was as if he were subconsciously aware that he was a man of many selves,” the author writes, “and set about developing each one in turn, knowing that one day he would be President of all the people.”",9780375756788,962,['Biography & Autobiography'],['Biography & Autobiography'],4.5,1488,NOT_MATURE
2554,Shadow & Claw,The First Half of 'The Book of the New Sun',['Gene Wolfe'],Macmillan,1994-10-15,"Presents three of Gene Wolfe's science fiction novels, set in an alien society with a unique social order.",9780312890179,418,['Fiction'],['Fiction'],4,24,NOT_MATURE
2555,The Wizard,Book Two of The Wizard Knight,['Gene Wolfe'],Tor Fantasy,2006-08-29,"Sir Able returns to Mythgathr on his steed Cloud, a great mare the color of her name. Able is filled with new knowledge of the ways of the seven-fold world and possessed of great magical secrets. His knighthood now beyond question, Able works to fulfill his vows to his king, his lover, his friends, his gods, and even his enemies. Able must set his world right, restoring the proper order among the denizens of all the seven worlds. The Wizard is a charming, riveting, emotionally charged tale of wonders, written with all the beauty one would expect from a writer whom Damon Knight called ""a national treasure.""",9780765350503,608,['Fiction'],['Fiction'],3,8,NOT_MATURE
2556,The Right Stuff,,['Tom Wolfe'],Black Dog & Leventhal Pub,2004,"Enhanced by hundreds of period photographs, presents an illustrated edition of the classic portrait of America's early space program and its first astronauts.",9781579124588,265,['Biography & Autobiography'],['Biography & Autobiography'],4,42,NOT_MATURE
2557,Romanticism,,['Hugh Honour'],Westview Press,1979,A study of the influence Romanticism exerts upon Western culture.,9780064300896,415,['Art'],['Art'],,,NOT_MATURE
2558,Stand on Zanzibar,,['John Brunner'],Orion Publishing Company,1999,"There are seven billion-plus humans crowding the surface of 21st century Earth. It is an age of intelligent computers, mass-market psychedelic drugs, politics conducted by assassination, scientists who burn incense to appease volcanoes ... all the hysteria of a dangerously overcrowded world, portrayed in a dazzlingly inventive style.",9781857988369,650,['Fiction'],['Fiction'],4,18,NOT_MATURE
2559,Polymath,,['John Brunner'],"D A W Books, Incorporated",1982-08-01,,9780879977665,,['Fiction'],['Fiction'],3,1,NOT_MATURE
2560,What are the Seven Wonders of the World?,And 100 Other Great Cultural Lists--Fully Explicated,"[""Peter D'Epiro"", 'Mary Desmond Pinkowish']",Anchor,1998-12-01,"Can you name...Newton's 3 laws of motion?The 4 horsemen of the Apocalypse?The 5 pillars of Islam? The 6 wives of Henry VIII?The 7 kinds of plane triangles? The 8 Beatitudes?If you're not sure about the answers to the above, this is the book for you. A compendium of 101 culturally significant particulars from the fields of mythology, religion, literature, history, science, mathematics, art, and music, What Are the 7 Wonders of the World? is a stimulating fusion of facts and fun that makes for an invaluable reference and an entertaining diversion. Questions are grouped in sections according to the number of items in their answer (all the 3s, all the 4s, all the 5s, etc.), so that the answers are in the form of easily memorized lists. You won't find Luther's 95 theses, or the 264 Popes, for example, but you will find everything from the 3 sons of Adam and Eve all the way up to the 24 letters of the ancient Greek alphabet. This clever format lends itself well to quizzing and guessing, which gives it a deliciously sophisticated parlor-game quality. But for those who wish to delve a little deeper, there are thoughtful essays to go with each answer that include fascinating details and place the list in its larger cultural or historical context. Much more than a book of trivia, What Are the 7 Wonders of the World? offers a grand overview of the knowledge needed to appreciate many of the finest things in our cultural and intellectual life.",9780385490627,555,['Reference'],['Reference'],3,2,NOT_MATURE
2561,World of Wonders,,['Robertson Davies'],Penguin,2006-02-28,"The third book in Robertson Davies's acclaimed The Deptford Trilogy, with a new foreword by Kelly Link Hailed by the Washington Post Book World as ""a modern classic,"" Robertson Davies’s acclaimed Deptford Trilogy is a glittering, fantastical, cunningly contrived series of novels, around which a mysterious death is woven. World of Wonders—the third book in the series after The Manticore—follows the story of Magnus Eisengrim—the most illustrious magician of his age—who is spirited away from his home by a member of a traveling sideshow, the Wanless World of Wonders. After honing his skills and becoming better known, Magnus unfurls his life’s courageous and adventurous tale in this third and final volume of a spectacular, soaring work. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",9780143039143,0,['Fiction'],['Fiction'],4,7,NOT_MATURE
2562,Robert Silverberg's Worlds of Wonder,,['Robert Silverberg'],Orion,1987,,9780575043558,349,['American fiction'],['American fiction'],,,NOT_MATURE
2563,Miracleman,Olympus,"['Alan Moore', 'John Totleben']",,1991,,9781560600800,129,"['Comic books, strips, etc']","['Comic books, strips, etc']",5,1,NOT_MATURE
2564,Mother's Milk,A Novel,['Edward St. Aubyn'],,2005,"Writing with the scathing wit and bright perceptiveness for which he has become known, celebrated English author Edward St. Aubyn creates a complex family portrait that examines the shifting allegiances between mothers, sons, and husbands. The novel's perspective ricochets among all members of the Melrose family -- the family featured in St. Aubyn's widely praised trilogy, Some Hope -- starting with Robert, who provides an exceptionally droll and convincing account of being born; to Patrick, a hilariously churlish husband who has been sexually abandoned by his wife in favor of his sons; to Mary, who's consumed by her children and overwhelming desire not to repeat the mistakes of her own mother. All the while, St. Aubyn examines the web of false promises that entangle this once illustrious family -- whose last vestige of wealth, an old house in the south of France -- is about to be donated by Patrick's mother to a New Age foundation. An up-to-the-minute dissection of the mores of child-rearing, marriage, adultery, and assisted suicide, Mother's Milk showcases St. Aubyn's luminous and acidic prose -- and his masterful ability to combine the most excruciating emotional pain with the driest comedy.",9781890447427,0,['Disinheritance'],['Disinheritance'],,,NOT_MATURE
2565,Possession,,['A. S. Byatt'],Vintage,1991-10-01,"BOOKER PRIZE WINNER • NATIONAL BESTSELLER • A tale of two young scholars researching the secret love affair of two Victorian poets that's an exhilarating novel of wit and romance, an intellectual mystery, and a triumphant love story. “Gorgeously written … A tour de force.” —The New York Times Book Review Winner of England’s Booker Prize and a literary sensation, Possession traces the lives of a pair of young academics as they uncover a clandestine relationship between two long-dead Victorian poets. As they unearth their letters, journals, and poems, and track their movements from London to Yorkshire—from spiritualist séances to the fairy-haunted far west of Brittany—what emerges is an extraordinary counterpoint of passions and ideas.",9780679735908,571,['Fiction'],['Fiction'],4,131,NOT_MATURE
2566,"The Best American Nonrequired Reading, 2004",,['Dave Eggers'],,2004,"With the help of a cadre of Bay Area writing students, Eggers has again assembled an eclectic collection of fiction, nonfiction, humor, journalism, and alternative comics.",9780618341238,0,['Literary Collections'],['Literary Collections'],3.5,4,NOT_MATURE
2567,White Widow,,['Jim Lehrer'],PublicAffairs,2000-05-19,"Praised by the New York Times Book Review as ""an...affecting morality tale,"" Jim Lehrer's devastating White Widow brings the reader to the brink of one man's unstoppable, ruinous passion for a complete stranger. Jack T. Oliver has a solid marriage, a cozy house in Corpus Christi, and a job he loves as a driver for the Great Western Trailways bus line. In a few weeks, Jack is going to be promoted to Master Operator in recognition of his years of perfect service and on-time driving. It's a good life. Until a White Widow boards his bus, on a one-way ticket from Victoria to Corpus Christi. A White Widow is a wild card, a woman traveling alone who can change the course of a driver's life, and not always for the best. What happens when Jack Oliver's White Widow passes through his life is as unforgettable as it is irrevocable. Within weeks, without ever even learning her name, he will fall passionately in love—and lose everything he has, a few things he never had, and some he never thought about until they were gone.",9781891620416,0,['Fiction'],['Fiction'],3.5,2,NOT_MATURE
2568,"Maison Ikkoku, Vol. 7",,['Rumiko Takahashi'],VIZ Media LLC,2004-11-02,"From the beloved creator of Inuyasha and Ranma 1/2, the romantic (sort of) comedy Maison Ikkoku, in a new edition in its original episodic order! Travel into Japan's nuttiest apartment house and meet its volatile inhabitants: Kyoko, the beautiful and mysterious new apartment manager; Yusaku, the exam-addled college student; Mrs. Ichinose, the drunken gossip; Kentaro, her bratty son; Akemi, the boozy bar hostess; and the mooching and peeping Mr. Yotsuya. Funny, touching, and a tad off-kilter, Maison Ikkoku is the great Rumiko Takahashi at her very best. Yusaku ends up in the hospital and has two unexpected visitors. His cute cousin comes to nurse him and Kyoko's other suitor, Mitaka, ends up being his roommate. Yusaku's problems aren't over when he's discharged - he has to deal with Kyoko and his school absences.",9781591164852,242,['Comics & Graphic Novels'],['Comics & Graphic Novels'],,,NOT_MATURE
2569,Beauty,A Retelling of the Story of Beauty and the Beast,['Robin McKinley'],,1978,"A strange imprisonment Beauty has never liked her nickname. She is thin and awkward; it is her two sisters who are the beautiful ones. But what she lacks in looks, she can perhaps make up for in courage. When her father comes home with the tale of an enchanted castle in the forest and the terrible promise he had to make to the Beast who lives there, Beauty knows she must go to the castle, a prisoner of her own free will. Her father protests that he will not let her go, but she answers, ""Cannot a Beast be tamed?"" Robin McKinley's beloved telling illuminates the unusual love story of a most unlikely couple: ""Beauty and the Beast.""",9780862031435,247,['Fairy tales'],['Fairy tales'],4,114,NOT_MATURE
2570,Moon in a Dewdrop,Writings of Zen Master Dogen,['Dōgen'],Macmillan,1985,"Eihei Dogen (1200-1253), among the first to transmit Zen Buddhism from China to Japan and founder of the important Soto School, was not only a profoundly influential and provocative Zen philosopher but also one of the most stimulating figures in Japanese letters. Kazuaki Tanahashi, collaborating with several other Zen authorities, has produced sensitive and accurate translations of Dogen's most important texts. Moon in a Dewdrop contains the key essays of the great master, as well as extensive background materials that will help Western readers to approach this significant work. There is also a selection of Dogen's poetry, most of which has not appeared in English translation before. Dogen's thought runs counter to conventional logic, employing paradoxical language and startling imagery. It illuminates such fundamental concerns as the nature of time, existence, life, death, the self, and what is beyond self.",9780865471863,372,['Philosophy'],['Philosophy'],4,1,NOT_MATURE
2571,Dewdrops on a Lotus Leaf,Zen Poems of Ryokan,,Shambhala Publications,2004-04-13,"The Japanese poet-recluse Ryokan (1758–1831) is one of the most beloved figures of Asian literature, renowned for his beautiful verse, exquisite calligraphy, and eccentric character. Deceptively simple, Ryokan's poems transcend artifice, presenting spontaneous expressions of pure Zen spirit. Like his contemporary Thoreau, Ryokan celebrates nature and the natural life, but his poems touch the whole range of human experience: joy and sadness, pleasure and pain, enlightenment and illusion, love and loneliness. This collection of translations reflects the full spectrum of Ryokan's spiritual and poetic vision, including Japanese haiku, longer folk songs, and Chinese-style verse. Fifteen ink paintings by Koshi no Sengai (1895–1958) complement these translations and beautifully depict the spirit of this famous poet.",9781590301081,116,['Poetry'],['Poetry'],,,NOT_MATURE
2572,I Heard that Song Before,,['Mary Higgins Clark'],,2007,"Marrying the son of her father's wealthy employer, twenty-eight-year-old gardener's daughter Kay Lansing becomes increasingly disturbed by the suspicion surrounding her husband, Peter, in regard to the mysterious deaths of his first wife and a high-school senior. 1,000,000 first printing. Lit Guild, Doubleday, Mystery Guild, & BOMC Main.",9780743264914,344,['FICTION'],['FICTION'],4.5,5,NOT_MATURE
2573,The Good House,,['Tananarive Due'],Simon and Schuster,2006,"Award-winning author Due's spine tingling tale of supernatural suspense ""weaves a stronger net than ever"" (Kirkus Reviews"") as a woman searches for the inherited power that can save her hometown from the forces of evil.",9780743296168,609,['African American women'],['African American women'],4,9,NOT_MATURE
2574,Robin Williams Web Design Workshop,,"['John Tollett', 'Robin Williams', 'David Rohr']",,2002,"In this text, Robin Williams takes her lessons on creative design, highly regarded within the graphics community, and applies them to the Web.",9780201748673,392,['Web Sites'],['Web Sites'],,,NOT_MATURE
2575,The Non-designer's Web Book,"An Easy Guide to Creating, Designing, and Posting Your Own Web Site","['Robin Williams', 'John Tollett']",,2006,With this text readers will learn how to create Web sites without any code. It contains examples of good and bad design and provides links to other resources.,9780321303370,340,['Computer graphics'],['Computer graphics'],4,1,NOT_MATURE
2576,Hard Drive,Bill Gates and the Making of the Microsoft Empire,"['James Wallace', 'Jim Erickson']",Harper Collins,1993-06,"The true story behind the rise of a tyrannical genius, how he transformed an industry, and why everyone is out to get him.In this fascinating expos , two investigative reporters trace the hugely successful career of Microsoft founder Bill Gates. Part entrepreneur, part enfant terrible, Gates has become the most powerful -- and feared -- player in the computer industry, and arguably the richest man in America. In Hard Drive, investigative reporters Wallace and Erickson follow Gates from his days as an unkempt thirteen-year-old computer hacker to his present-day status as a ruthless billionaire CEO. More than simply a ""revenge of the nerds"" story though, this is a balanced analysis of a business triumph, and a stunningly driven personality. The authors have spoken to everyone who knows anything about Bill Gates and Microsoft -- from childhood friends to employees and business rivals who reveal the heights, and limits, of his wizardry. From Gates's singular accomplishments to his equally extraordinary brattiness, arrogance, and hostility (the atmosphere is so intense at Microsoft that stressed-out programmers have been known to ease the tension of their eighty-hour workweeks by exploding homemade bombs), this is a uniquely revealing glimpse of the person who has emerged as the undisputed king of a notoriously brutal industry.",9780887306297,443,['Business & Economics'],['Business & Economics'],5,1,NOT_MATURE
2577,Prom Anonymous,,['Blake Nelson'],Penguin,2007-02,"Three childhood friends reunite to attend prom together and, in the process of finding dates and dresses, gain some surprising insights into themselves. Reprint.",9780142407455,262,['Juvenile Fiction'],['Juvenile Fiction'],4,1,NOT_MATURE
2578,The New Rules of High School,,['Blake Nelson'],Penguin,2004-09-09,"Max is the consummate high school overachiever. Straight-A student, debate team captain, future editor of the school paper, dutiful Max does what's expected, until the day he inexplicably breaks up with Cindy, his perfect girlfriend. Is their relationship too much to handle on top of everything else? Or is Max just tired of doing everything he's supposed to? As Max begins to question his life, all of the old rules dissolve—and he searches in some very unlikely places for new ones. ""Nelson, it seems, possesses that peculiar and particular ability, granted to only a few—the Judy Blumes and J. D. Salingers of this world—to accurately portray the mysterious inner life of the American teenager."" —Time Out New York ""Fiercely real and really fierce."" —Daniel Handler (aka ""Lemony Snicket"")",9780142402429,0,['Young Adult Fiction'],['Young Adult Fiction'],5,1,NOT_MATURE
2579,Girl,,['Blake Nelson'],Simon and Schuster,1994,"The story of a teenage girl, tracing the joys and woes which that age brings. The novel follows her as she becomes a trendy high school rebel, shunning dances for smoky dives, falling in love with a rock band leader, buying used clothing, learning trendy lingo and liberating herself sexually. A first novel.",9780671897079,262,['Local author'],['Local author'],4,8,NOT_MATURE
2580,The Jungle Books,,['Rudyard Kipling'],Signet,2005,No Marketing Blurb,9780451529756,372,['Fiction'],['Fiction'],,,NOT_MATURE
2581,Cyclops,,['Clive Cussler'],Simon and Schuster,1986,Dirk Pitt discovers a shocking scheme that involves U.S. industrialists putting a colony on the moon.,9780671704643,486,['Fiction'],['Fiction'],4,1,NOT_MATURE
2582,Deep Six,,['Clive Cussler'],Simon and Schuster,2005-12-27,"A dangerous Soviet plot looming behind the evil plans of a great Asian shipping family, challenges Dirk Pitt to action",9781416516859,544,['Fiction'],['Fiction'],3.5,26,NOT_MATURE
2583,Polar Shift,,"['Clive Cussler', 'Paul Kemprecos']",Penguin Books,2007,"The most exciting NUMA(r) Files novel yet. Abridged CD - 5 CDs, 6 hours",9780141017723,530,['Anti-globalization movement'],['Anti-globalization movement'],3.5,8,NOT_MATURE
2584,CliffsNotes on Melville's Billy Budd & Typee,,['Mary Ellen Snodgrass'],Cliffs Notes,2003-01-24,"Explore two lively classic tales of adventure on the high seas with CliffsNotes Billy Budd & Typee, the study guide that can raise your insight as well as your test scores! Meet Billy Budd, the sailor that everyone likes . . . or do they? And then set sail through the wild side of the South Seas in Typee. You’ll be up to speed on all the plot details and more with in-depth character analysis, critical essays, and insight into the novel's literary devices. You'll also discover background information on the life of Herman Melville and his place in American literature.",9780764539503,84,['Literary Criticism'],['Literary Criticism'],,,NOT_MATURE
2585,"I, Asimov",A Memoir,['Isaac Asimov'],Bantam,1995-01-01,"Arguably the greatest science fiction writer who ever lived, Isaac Asimov also possessed one of the most brilliant and original minds of our time. His accessible style and far-reaching interests in subjects ranging from science to humor to history earned him the nickname “the Great Explainer.” I. Asimov is his personal story—vivid, open, and honest—as only Asimov himself could tell it. Here is the story of the paradoxical genius who wrote of travel to the stars yet refused to fly in airplanes; who imagined alien universes and vast galactic civilizations while staying home to write; who compulsively authored more than 470 books yet still found the time to share his ideas with some of the great minds of our century. Here are his wide-ranging thoughts and sharp-eyed observations on everything from religion to politics, love and divorce, friendship and Hollywood, fame and mortality. Here, too, is a riveting behind-the-scenes look at the varied personalities—Campbell, Ellison, Heinlein, Clarke, del Rey, Silverberg, and others—who along with Asimov helped shape science fiction. As unique and irrepressible as the man himself, I. Asimov is the candid memoir of an incomparable talent who entertained readers for nearly half a century and whose work will surely endure into the future he so vividly envisioned.",9780553569971,602,['Biography & Autobiography'],['Biography & Autobiography'],4,10,NOT_MATURE
2586,The Gods Themselves,,['Isaac Asimov'],Orion Publishing Group,2000,"In the year 2100, mankind on Earth, settlers in a lunar colony and aliens from the para-universe, a strange universe parallel in time to our own, are faced with a race against time to prevent total destruction of the Earth. The invention of the Inter-Universe Electron Pump has threatened the rate of hydrogen fusion in the sun, leading, inevitably, to the possibilty of a vast explosion -- and the vapourisation of the Earth exactly eight minutes later . . .",9781857989342,288,['Science fiction'],['Science fiction'],3.5,58,NOT_MATURE
2587,"The Stars, Like Dust",,['Isaac Asimov'],Spectra,1991-12-01,,9780553293432,293,['Fiction'],['Fiction'],3,18,NOT_MATURE
2588,Asimov's Guide to the Bible,The Old Testament,['Isaac Asimov'],Avon Books,1971,Geographical and historical evidence illuminates the events and people of the Old Testament,9780380010325,724,['Religion'],['Religion'],3,7,NOT_MATURE
2589,100 Great Fantasy Short Short Stories,,"['Isaac Asimov', 'Terry Carr']",Avon Books,1985-08-01,,9780380699179,336,['Fiction'],['Fiction'],,,NOT_MATURE
2590,Das Zauberer-Handbuch,die magische Welt der Joanne K. Rowling bon A bis Z,"['Allan Zola Kronzek', 'Elizabeth Kronzek']",,2001,,9783442451531,303,,,,,NOT_MATURE
2591,There Are No Children Here,The Story of Two Boys Growing Up in The Other America,['Alex Kotlowitz'],Anchor,1992-01-05,"NATIONAL BESTSELLER • A moving and powerful account by an acclaimed journalist that ""informs the heart. [This] meticulous portrait of two boys in a Chicago housing project shows how much heroism is required to survive, let alone escape"" (The New York Times). ""Alex Kotlowitz joins the ranks of the important few writers on the subiect of urban poverty.""—Chicago Tribune The story of two remarkable boys struggling to survive in Chicago's Henry Horner Homes, a public housing complex disfigured by crime and neglect.",9780385265560,338,['Social Science'],['Social Science'],4.5,12,NOT_MATURE
2592,"Infants, Children, and Adolescents",,['Laura E. Berk'],Allyn & Bacon,2005,"As a best-selling, chronologically organized child development text, Berk Infants, Children, and Adolescents is relied upon in classrooms worldwide for its clear, engaging writing style and its commitment to examining the latest theory and research. Berk takes an integrated approach to presenting development in the cognitive, physical, emotional, and social domains; emphasizes the complex interchange between biology and environment; and provides exceptional attention to culture. The most recent scholarship in the field is presented in a manageable and relevant way. Students are drawn in by Berks signature storytelling style and learn beside the texts characters who experience real issues in development, including physical, cognitive, and peer challenges, as well as parenting and educational concerns. Students will recognize many topics of profound significance in todays world, such as poverty, welfare reform, health care, child-care quality, physical punishment, the obesity epidemic, and bilingual education, and learn what researchers have found about their impact on children.In the Fifth Edition, Infants, Children, and Adolescents has an even stronger emphasis on the interplay between biology and environment. Several reviewers of the fifth edition judge the coverage of brain and motor development to be the best in any child development text on the market today. Many aspects of the childs environment are considered, including home, extended family, school, neighborhood, community, social policy, and cultural influences. With unparalleled cross-cultural references, Infants, Children, and Adolescents, Fifth Edition is an indispensable resource for anyone caring for children in an increasingly global community. Throughout the Fifth Edition, Berk creates even stronger connections between developmental domains, and takes more opportunities to ask students to Connect topics to those in previous chapters. Berk also helps students connect their learning to their personal or professional areas of interest. Her voice comes through when speaking directly to students about issues they will face in their future pursuits as parents, educators, social workers, health care providers, and others who work to secure the welfare of children.This book is also available in an abridged paperbound version, Infants and Children: Prenatal Through Middle Childhood, comprised of Chapters 1-13.",9780205419289,0,['Adolescence'],['Adolescence'],,,NOT_MATURE
2593,Evening Class,,['Maeve Binchy'],,2005,"'Warm, witty and with a deep understanding of what makes us tick, it's little wonder that Maeve Binchy's bewitching stories have become world-beaters' OK Magazine The Italian evening class at Mountainview School is like hundreds of others starting up all over the city. But this class has its own special quality - as the focus for the varied hopes and dreams of teacher and pupils alike. Aidan Dunne needs his new evening class project to succeed almost as much as his pupils do. They too are looking for something more: Bill to find a way to keep spendthrift Lizzie at his side, and Fran to make sure that young Kathy finds her way out from behind the kitchen sink. The key to their success lies with the Signora. Her passion has drawn her from Ireland to Italy and back home again with a burning desire to share her love of all things Italian - and a secret hidden in her heart...",9780752876825,519,['Adult students'],['Adult students'],,,NOT_MATURE
2594,Kiss,,['Jill Mansell'],,1993,"Love is always just around the corner in a Jill Mansell novel - with a few surprises and a lot of humour on the way to happiness When Izzy is knocked off her motor bike she doesn't just lose her dignity - she loses as a result not one but two long-term boyfriends, her job and, to boot, her extremely bijou flat. Gina, who caused the accident, has more important things to worry about - her husband's mistress is pregnant and she's suddenly on her own. Why should she care about Izzy? Yet somehow the well-heeled Gina finds herself opening her home to Izzy and her spirited teenage daughter. And it's there that Izzy meets heart-stoppingly handsome Sam, whose lingering kiss is all it takes for her to find the true love that has always eluded her - though there are just a few obstacles between that first kiss and the 'happy ever after'...",9780747268468,503,['Female friendship'],['Female friendship'],3,3,NOT_MATURE
2595,Solo,,['Jill Mansell'],,2002,"Love is always just around the corner in a Jill Mansell novel - with a few surprises and a lot of humour on the way to happiness When Tessa Duvall, a struggling artist, reluctantly agreed to accompany her best friend Holly to a party at the elegant Charrington Grange Hotel, she had every intention of sneaking off early. For parties full of strangers bored the knickers off Tessa and this one proved to be no exception - until she encountered Ross Monahan, whose wicked reputation was as high profile as the hotel he owned and ran with such panache. But whilst Holly set about ensnaring his reluctant brother Max, Tessa simply accepted Ross for what he was, a sensational one-night stand...until she realised, weeks later, that one-night stands can have far-reaching consequences...",9780747267454,506,['Chick lit'],['Chick lit'],3,3,NOT_MATURE
2596,The Cat who Knew Shakespeare,,['Lilian Jackson Braun'],Cat Who... Mysteries,1996,"In the small town of Pickax an accident has claimed the life of the local paper's eccentric publisher, but to Jim Qwilleran and his Siamese cats Koko and Yum Yum it smells like murder. They soon sniff out a shocking secret - but Koko's snooping into an unusual edition of Shakespeare may prove catastrophic. Because somewhere in Pickax a lady loves not wisely but too well, a widow is scandalously merry, and a stranger has a lean and hungry look. The stage is set for Qwilleran, Koko, Yum Yum and the second act of murder most meow...",9780747250388,200,['American fiction'],['American fiction'],3,7,NOT_MATURE
